"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"Alabama","DeKalb","01","049","2021-01-01",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-02",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-03",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-04",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-05",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-06",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-07",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-08",22,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-09",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-10",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-11",24,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-12",21,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-13",23,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-14",40,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-15",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-16",29,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-17",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-18",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-19",33,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-20",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-21",22,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-22",30,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-23",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-24",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-25",22,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-26",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-27",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-28",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-29",35,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-30",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-01-31",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-01",36,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-02",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-03",38,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-04",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-05",34,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-06",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-07",31,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-08",37,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-10",43,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-11",21,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-12",15,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-13",19,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-14",20,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-15",21,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-16",28,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-17",25,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-18",26,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-19",41,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-20",40,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-21",44,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-22",42,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-23",44,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-24",49,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-25",45,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-26",32,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-27",27,"Good","Ozone","01-049-9991",1
"Alabama","DeKalb","01","049","2021-02-28",25,"Good","Ozone","01-049-9991",1
"Alabama","Jefferson","01","073","2021-01-01",36,"Good","PM2.5","01-073-1010",9
"Alabama","Jefferson","01","073","2021-01-02",47,"Good","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-01-03",53,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-01-04",53,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-05",50,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-06",54,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-07",41,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-08",39,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-09",49,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-10",58,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-11",57,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-12",67,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-13",66,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-14",52,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-15",56,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-01-16",53,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-01-17",37,"Good","PM2.5","01-073-1010",9
"Alabama","Jefferson","01","073","2021-01-18",50,"Good","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-01-19",63,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-01-20",39,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-21",38,"Good","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-01-22",38,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-23",38,"Good","PM2.5","01-073-1010",9
"Alabama","Jefferson","01","073","2021-01-24",40,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-01-25",40,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-01-26",35,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-01-27",30,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-01-28",32,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-29",42,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-01-30",54,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-01-31",51,"Moderate","PM10","01-073-6002",9
"Alabama","Jefferson","01","073","2021-02-01",39,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-02",38,"Good","Ozone","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-03",44,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-04",56,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-05",30,"Good","NO2","01-073-2059",9
"Alabama","Jefferson","01","073","2021-02-06",37,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-07",31,"Good","Ozone","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-08",39,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-09",50,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-10",71,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-11",28,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-02-12",52,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-13",58,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-14",93,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-15",55,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-02-16",58,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-02-17",59,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-18",45,"Good","PM2.5","01-073-0023",8
"Alabama","Jefferson","01","073","2021-02-19",60,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-20",64,"Moderate","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-02-21",50,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-02-22",62,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-02-23",51,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-02-24",73,"Moderate","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-02-25",62,"Moderate","PM2.5","01-073-6004",9
"Alabama","Jefferson","01","073","2021-02-26",50,"Good","PM2.5","01-073-2003",9
"Alabama","Jefferson","01","073","2021-02-27",36,"Good","PM2.5","01-073-1010",9
"Alabama","Jefferson","01","073","2021-02-28",38,"Good","PM2.5","01-073-0023",9
"Alabama","Jefferson","01","073","2021-03-01",2,"Good","CO","01-073-2059",3
"Alaska","Denali ","02","068","2021-01-01",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-02",33,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-03",36,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-04",36,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-05",35,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-06",38,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-07",38,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-08",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-09",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-10",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-11",41,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-12",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-13",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-14",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-15",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-16",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-17",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-18",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-19",34,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-20",38,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-21",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-22",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-23",41,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-24",33,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-25",32,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-26",36,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-27",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-28",41,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-29",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-30",30,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-01-31",31,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-01",31,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-02",33,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-03",36,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-04",35,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-05",29,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-06",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-07",36,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-08",35,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-09",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-10",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-11",42,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-12",42,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-13",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-14",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-15",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-16",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-17",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-18",35,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-19",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-20",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-21",37,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-22",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-23",43,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-24",42,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-25",39,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-26",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-27",40,"Good","Ozone","02-068-0003",1
"Alaska","Denali ","02","068","2021-02-28",34,"Good","Ozone","02-068-0003",1
"Arizona","Apache","04","001","2021-01-01",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-02",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-03",14,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-04",12,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-01-05",17,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-06",15,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-07",25,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-08",17,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-09",16,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-10",6,"Good","PM10","04-001-1235",2
"Arizona","Apache","04","001","2021-01-11",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-12",12,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-13",14,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-14",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-15",13,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-16",16,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-01-17",13,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-18",23,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-19",13,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-20",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-21",10,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-22",8,"Good","PM2.5","04-001-1235",2
"Arizona","Apache","04","001","2021-01-23",4,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-24",3,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-25",3,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-26",5,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-27",8,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-28",6,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-01-29",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-30",8,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-01-31",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-01",15,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-02",10,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-03",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-04",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-05",11,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-02-06",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-07",17,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-08",17,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-09",13,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-02-10",15,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-11",18,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-12",10,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-13",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-14",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-15",6,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-02-16",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-17",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-18",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-19",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-20",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-21",10,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-02-22",8,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-23",12,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-24",14,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-25",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-26",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-02-27",12,"Good","PM10","04-001-1003",2
"Arizona","Apache","04","001","2021-02-28",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-01",12,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-02",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-03",19,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-04",8,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-05",18,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-06",13,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-07",16,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-08",13,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-09",13,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-10",22,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-11",10,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-12",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-13",4,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-14",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-15",8,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-16",10,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-17",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-18",12,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-19",21,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-20",12,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-21",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-22",11,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-23",7,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-24",6,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-25",11,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-26",14,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-27",9,"Good","PM10","04-001-1003",1
"Arizona","Apache","04","001","2021-03-28",10,"Good","PM10","04-001-1003",1
"Arizona","Cochise","04","003","2021-01-01",40,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-02",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-03",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-04",49,"Good","PM10","04-003-0011",3
"Arizona","Cochise","04","003","2021-01-05",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-06",55,"Moderate","PM10","04-003-0011",3
"Arizona","Cochise","04","003","2021-01-07",70,"Moderate","PM10","04-003-0011",3
"Arizona","Cochise","04","003","2021-01-08",51,"Moderate","PM10","04-003-1005",3
"Arizona","Cochise","04","003","2021-01-09",57,"Moderate","PM10","04-003-1005",3
"Arizona","Cochise","04","003","2021-01-10",36,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-11",39,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-12",40,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-13",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-14",36,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-15",39,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-16",51,"Moderate","PM10","04-003-1005",3
"Arizona","Cochise","04","003","2021-01-17",51,"Moderate","PM10","04-003-1005",3
"Arizona","Cochise","04","003","2021-01-18",89,"Moderate","PM10","04-003-0011",3
"Arizona","Cochise","04","003","2021-01-19",104,"Unhealthy for Sensitive Groups","PM10","04-003-0011",3
"Arizona","Cochise","04","003","2021-01-20",44,"Good","PM10","04-003-0011",3
"Arizona","Cochise","04","003","2021-01-21",31,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-22",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-23",38,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-24",36,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-25",38,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-26",39,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-27",38,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-28",40,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-29",43,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-30",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-01-31",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-01",40,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-02",34,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-03",36,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-04",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-05",47,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-06",43,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-07",44,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-08",44,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-09",43,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-10",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-11",38,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-12",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-13",44,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-14",39,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-15",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-16",39,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-17",43,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-18",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-19",42,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-20",40,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-21",46,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-22",41,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-23",44,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-24",45,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-25",46,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-26",54,"Moderate","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-27",47,"Good","Ozone","04-003-8001",3
"Arizona","Cochise","04","003","2021-02-28",61,"Moderate","PM10","04-003-1005",3
"Arizona","Cochise","04","003","2021-03-01",38,"Good","PM10","04-003-1005",2
"Arizona","Cochise","04","003","2021-03-02",25,"Good","PM10","04-003-1005",2
"Arizona","Cochise","04","003","2021-03-03",50,"Good","PM10","04-003-1005",2
"Arizona","Cochise","04","003","2021-03-04",15,"Good","PM10","04-003-1005",2
"Arizona","Cochise","04","003","2021-03-05",16,"Good","PM10","04-003-1005",2
"Arizona","Cochise","04","003","2021-03-06",37,"Good","PM10","04-003-0011",2
"Arizona","Cochise","04","003","2021-03-07",51,"Moderate","PM10","04-003-1005",2
