"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"North Carolina","Edgecombe","37","065","2021-03-21",43,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-22",44,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-23",36,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-24",25,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-25",38,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-26",29,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-27",34,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-28",36,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-29",42,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-30",46,"Good","Ozone","37-065-0099",1
"North Carolina","Edgecombe","37","065","2021-03-31",35,"Good","Ozone","37-065-0099",1
"North Carolina","Forsyth","37","067","2021-01-01",30,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-02",34,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-03",21,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-04",24,"Good","NO2","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-01-05",42,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-06",16,"Good","NO2","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-01-07",40,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-08",45,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-09",42,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-10",43,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-11",62,"Moderate","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-12",52,"Moderate","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-13",43,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-14",61,"Moderate","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-15",67,"Moderate","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-16",38,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-17",25,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-18",30,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-19",35,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-20",32,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-21",43,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-22",20,"Good","PM2.5","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-01-23",22,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-24",48,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-25",46,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-26",29,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-27",30,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-28",17,"Good","PM2.5","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-01-29",31,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-30",45,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-01-31",38,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-01",23,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-02",15,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-03",14,"Good","PM2.5","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-02-04",25,"Good","NO2","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-02-05",46,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-06",24,"Good","PM2.5","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-02-07",20,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-08",32,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-09",40,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-10",60,"Moderate","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-11",63,"Moderate","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-12",27,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-13",16,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-14",20,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-15",25,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-16",21,"Good","PM2.5","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-02-17",37,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-18",24,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-19",25,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-20",29,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-21",41,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-22",27,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-23",25,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-24",26,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-25",29,"Good","PM2.5","37-067-0022",2
"North Carolina","Forsyth","37","067","2021-02-26",24,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-27",35,"Good","PM2.5","37-067-0030",2
"North Carolina","Forsyth","37","067","2021-02-28",56,"Moderate","PM2.5","37-067-0022",2
"North Carolina","Graham","37","075","2021-03-01",36,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-02",42,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-03",44,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-04",46,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-05",41,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-06",44,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-07",50,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-08",47,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-09",67,"Moderate","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-10",71,"Moderate","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-11",51,"Moderate","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-12",47,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-13",36,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-14",36,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-15",43,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-16",49,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-17",50,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-18",42,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-19",36,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-20",44,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-21",43,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-22",45,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-23",44,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-24",40,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-25",37,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-26",51,"Moderate","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-27",43,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-28",38,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-29",46,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-30",46,"Good","Ozone","37-075-0001",1
"North Carolina","Graham","37","075","2021-03-31",39,"Good","Ozone","37-075-0001",1
"North Carolina","Granville","37","077","2021-03-01",35,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-02",36,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-03",40,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-04",42,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-05",39,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-06",39,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-07",40,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-08",44,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-09",46,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-10",67,"Moderate","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-11",45,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-12",43,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-13",40,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-14",42,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-15",39,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-16",27,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-17",22,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-18",16,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-19",34,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-20",38,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-21",37,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-22",36,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-23",30,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-24",20,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-25",26,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-26",25,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-27",21,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-28",35,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-29",42,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-30",46,"Good","Ozone","37-077-0001",1
"North Carolina","Granville","37","077","2021-03-31",26,"Good","Ozone","37-077-0001",1
"North Carolina","Guilford","37","081","2021-01-01",10,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-02",21,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-03",10,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-04",14,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-05",32,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-06",5,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-07",23,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-08",29,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-09",28,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-10",33,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-11",55,"Moderate","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-12",27,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-13",22,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-14",48,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-15",50,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-16",19,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-17",18,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-18",14,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-19",26,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-20",28,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-21",32,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-22",13,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-23",22,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-24",31,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-25",30,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-26",13,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-27",15,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-28",5,"Good","PM10","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-29",13,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-30",21,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-01-31",15,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-01",9,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-02",13,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-03",5,"Good","PM10","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-04",10,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-05",31,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-06",13,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-07",12,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-08",18,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-09",28,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-10",35,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-11",29,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-12",10,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-13",3,"Good","PM10","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-14",10,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-15",18,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-16",5,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-17",26,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-18",11,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-19",13,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-20",22,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-21",22,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-22",18,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-23",20,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-24",20,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-25",20,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-26",14,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-27",19,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-02-28",42,"Good","PM2.5","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-01",35,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-02",39,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-03",43,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-04",45,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-05",42,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-06",43,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-07",44,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-08",44,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-09",54,"Moderate","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-10",87,"Moderate","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-11",54,"Moderate","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-12",45,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-13",44,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-14",43,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-15",40,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-16",31,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-17",26,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-18",19,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-19",40,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-20",42,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-21",44,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-22",44,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-23",37,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-24",31,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-25",36,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-26",42,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-27",42,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-28",37,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-29",45,"Good","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-30",51,"Moderate","Ozone","37-081-0013",1
"North Carolina","Guilford","37","081","2021-03-31",33,"Good","Ozone","37-081-0013",1
"North Carolina","Haywood","37","087","2021-01-01",51,"Moderate","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-02",23,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-03",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-04",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-15",1,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-16",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-17",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-18",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-19",1,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-20",1,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-21",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-22",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-23",19,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-24",17,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-25",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-26",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-27",16,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-28",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-29",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-30",10,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-01-31",41,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-01",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-02",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-03",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-04",36,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-05",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-06",16,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-07",10,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-08",7,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-09",1,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-10",13,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-11",4,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-12",39,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-13",40,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-14",24,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-15",52,"Moderate","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-16",6,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-17",30,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-18",20,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-19",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-20",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-21",17,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-22",13,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-23",0,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-24",6,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-25",6,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-26",19,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-27",9,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-02-28",9,"Good","SO2","37-087-0013",1
"North Carolina","Haywood","37","087","2021-03-01",38,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-02",44,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-03",45,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-04",46,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-05",42,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-06",44,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-07",48,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-08",48,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-09",58,"Moderate","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-10",67,"Moderate","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-11",54,"Moderate","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-12",49,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-13",35,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-14",44,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-15",44,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-16",45,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-17",46,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-18",45,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-19",38,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-20",45,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-21",44,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-22",47,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-23",42,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-24",44,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-25",40,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-26",61,"Moderate","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-27",44,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-28",42,"Good","Ozone","37-087-0035",3
"North Carolina","Haywood","37","087","2021-03-29",46,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-30",47,"Good","Ozone","37-087-0036",3
"North Carolina","Haywood","37","087","2021-03-31",34,"Good","Ozone","37-087-0008",1
"North Carolina","Johnston","37","101","2021-01-01",14,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-02",22,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-03",11,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-04",15,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-05",30,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-06",23,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-07",32,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-08",26,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-09",25,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-10",36,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-11",42,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-12",34,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-13",29,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-14",48,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-15",42,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-16",25,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-17",17,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-18",23,"Good","PM2.5","37-101-0002",1
"North Carolina","Johnston","37","101","2021-01-19",29,"Good","PM2.5","37-101-0002",1
