COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE
Imperial,2020,Age groups,65+ years,65+ years,69,28.6
Inyo,2020,Age groups,65+ years,65+ years,,
Kern,2020,Age groups,65+ years,65+ years,178,17.2
Kings,2020,Age groups,65+ years,65+ years,37,24.2
Lake,2020,Age groups,65+ years,65+ years,53,34.6
Lassen,2020,Age groups,65+ years,65+ years,11,
Los Angeles,2020,Age groups,65+ years,65+ years,3433,23.5
Madera,2020,Age groups,65+ years,65+ years,57,24.9
Marin,2020,Age groups,65+ years,65+ years,102,17.3
Mariposa,2020,Age groups,65+ years,65+ years,,
Mendocino,2020,Age groups,65+ years,65+ years,50,26.8
Merced,2020,Age groups,65+ years,65+ years,90,28.3
Modoc,2020,Age groups,65+ years,65+ years,,
Mono,2020,Age groups,65+ years,65+ years,0,0
Monterey,2020,Age groups,65+ years,65+ years,105,17.5
Napa,2020,Age groups,65+ years,65+ years,79,29.4
Nevada,2020,Age groups,65+ years,65+ years,32,11.6
Orange,2020,Age groups,65+ years,65+ years,790,16.4
Placer,2020,Age groups,65+ years,65+ years,117,14.9
Plumas,2020,Age groups,65+ years,65+ years,15,26
Riverside,2020,Age groups,65+ years,65+ years,568,15.7
Sacramento,2020,Age groups,65+ years,65+ years,652,30.4
San Benito,2020,Age groups,65+ years,65+ years,35,45.9
San Bernardino,2020,Age groups,65+ years,65+ years,566,21.9
San Diego,2020,Age groups,65+ years,65+ years,786,15.8
San Francisco,2020,Age groups,65+ years,65+ years,319,21.7
San Joaquin,2020,Age groups,65+ years,65+ years,264,27.3
San Luis Obispo,2020,Age groups,65+ years,65+ years,82,14
San Mateo,2020,Age groups,65+ years,65+ years,270,20.1
Santa Barbara,2020,Age groups,65+ years,65+ years,120,16.7
Santa Clara,2020,Age groups,65+ years,65+ years,586,21
Santa Cruz,2020,Age groups,65+ years,65+ years,76,18
Shasta,2020,Age groups,65+ years,65+ years,38,10.3
Sierra,2020,Age groups,65+ years,65+ years,0,0
Siskiyou,2020,Age groups,65+ years,65+ years,19,17.4
Solano,2020,Age groups,65+ years,65+ years,311,43.1
Sonoma,2020,Age groups,65+ years,65+ years,223,22.2
Stanislaus,2020,Age groups,65+ years,65+ years,173,23.4
Sutter,2020,Age groups,65+ years,65+ years,14,9.4
Tehama,2020,Age groups,65+ years,65+ years,17,13.7
Trinity,2020,Age groups,65+ years,65+ years,,
Tulare,2020,Age groups,65+ years,65+ years,79,14.1
Tuolumne,2020,Age groups,65+ years,65+ years,39,26.2
Ventura,2020,Age groups,65+ years,65+ years,203,15
Yolo,2020,Age groups,65+ years,65+ years,80,29.2
Yuba,2020,Age groups,65+ years,65+ years,24,24.3
California,2020,Race/ethnicity,White,41 - 64 Years,42139,31.6
Alameda,2020,Race/ethnicity,White,41 - 64 Years,1249,23.9
Alpine,2020,Race/ethnicity,White,41 - 64 Years,,
Amador,2020,Race/ethnicity,White,41 - 64 Years,109,46.7
Butte,2020,Race/ethnicity,White,41 - 64 Years,629,43.4
Calaveras,2020,Race/ethnicity,White,41 - 64 Years,151,54.6
Colusa,2020,Race/ethnicity,White,41 - 64 Years,41,65.5
Contra Costa,2020,Race/ethnicity,White,41 - 64 Years,1449,31.7
Del Norte,2020,Race/ethnicity,White,41 - 64 Years,96,70.8
El Dorado,2020,Race/ethnicity,White,41 - 64 Years,422,35
Fresno,2020,Race/ethnicity,White,41 - 64 Years,1506,60.6
Glenn,2020,Race/ethnicity,White,41 - 64 Years,52,40
Humboldt,2020,Race/ethnicity,White,41 - 64 Years,454,49.4
Imperial,2020,Race/ethnicity,White,41 - 64 Years,112,62.9
Inyo,2020,Race/ethnicity,White,41 - 64 Years,47,57.6
Kern,2020,Race/ethnicity,White,41 - 64 Years,1087,39.6
Kings,2020,Race/ethnicity,White,41 - 64 Years,267,60.6
Lake,2020,Race/ethnicity,White,41 - 64 Years,342,89.3
Lassen,2020,Race/ethnicity,White,41 - 64 Years,87,44.5
Los Angeles,2020,Race/ethnicity,White,41 - 64 Years,6859,27.7
Madera,2020,Race/ethnicity,White,41 - 64 Years,156,39.2
Marin,2020,Race/ethnicity,White,41 - 64 Years,325,19.7
Mariposa,2020,Race/ethnicity,White,41 - 64 Years,61,51.7
Mendocino,2020,Race/ethnicity,White,41 - 64 Years,310,67.9
Merced,2020,Race/ethnicity,White,41 - 64 Years,417,62.9
Modoc,2020,Race/ethnicity,White,41 - 64 Years,41,65.9
Mono,2020,Race/ethnicity,White,41 - 64 Years,15,21.4
Monterey,2020,Race/ethnicity,White,41 - 64 Years,351,30.7
Napa,2020,Race/ethnicity,White,41 - 64 Years,257,38.5
Nevada,2020,Race/ethnicity,White,41 - 64 Years,180,26.2
Orange,2020,Race/ethnicity,White,41 - 64 Years,3082,26.5
Placer,2020,Race/ethnicity,White,41 - 64 Years,763,30.5
Plumas,2020,Race/ethnicity,White,41 - 64 Years,77,64.6
Riverside,2020,Race/ethnicity,White,41 - 64 Years,2588,34.8
Sacramento,2020,Race/ethnicity,White,41 - 64 Years,2779,43.4
San Benito,2020,Race/ethnicity,White,41 - 64 Years,83,48.6
San Bernardino,2020,Race/ethnicity,White,41 - 64 Years,2399,44.5
San Diego,2020,Race/ethnicity,White,41 - 64 Years,2840,20
San Francisco,2020,Race/ethnicity,White,18 - 40  Years,649,19.4
San Joaquin,2020,Race/ethnicity,White,18 - 40  Years,1052,50.7
San Luis Obispo,2020,Race/ethnicity,White,18 - 40  Years,413,26.4
San Mateo,2020,Race/ethnicity,White,18 - 40  Years,545,18.8
Santa Barbara,2020,Race/ethnicity,White,18 - 40  Years,421,25.3
Santa Clara,2020,Race/ethnicity,White,18 - 40  Years,1135,18.8
Santa Cruz,2020,Race/ethnicity,White,18 - 40  Years,380,26.6
Shasta,2020,Race/ethnicity,White,18 - 40  Years,453,37.5
Sierra,2020,Race/ethnicity,White,18 - 40  Years,12,60.9
Siskiyou,2020,Race/ethnicity,White,18 - 40  Years,118,39.8
Solano,2020,Race/ethnicity,White,18 - 40  Years,891,59.5
Sonoma,2020,Race/ethnicity,White,18 - 40  Years,955,34.2
Stanislaus,2020,Race/ethnicity,White,18 - 40  Years,1078,53.4
Sutter,2020,Race/ethnicity,White,18 - 40  Years,133,34.6
Tehama,2020,Race/ethnicity,White,18 - 40  Years,184,49.3
Trinity,2020,Race/ethnicity,White,18 - 40  Years,53,73.2
Tulare,2020,Race/ethnicity,White,18 - 40  Years,283,25.4
Tuolumne,2020,Race/ethnicity,White,18 - 40  Years,181,50.9
Ventura,2020,Race/ethnicity,White,18 - 40  Years,912,28.3
Yolo,2020,Race/ethnicity,White,18 - 40  Years,326,38.1
Yuba,2020,Race/ethnicity,White,18 - 40  Years,186,45
California,2020,Race/ethnicity,Black,18 - 40  Years,33599,155
Alameda,2020,Race/ethnicity,Black,18 - 40  Years,3091,176.1
Alpine,2020,Race/ethnicity,Black,18 - 40  Years,0,0
Amador,2020,Race/ethnicity,Black,18 - 40  Years,,
Butte,2020,Race/ethnicity,Black,18 - 40  Years,111,297.4
Calaveras,2020,Race/ethnicity,Black,18 - 40  Years,,
Colusa,2020,Race/ethnicity,Black,18 - 40  Years,,
Contra Costa,2020,Race/ethnicity,Black,18 - 40  Years,1974,197.7
Del Norte,2020,Race/ethnicity,Black,18 - 40  Years,,
El Dorado,2020,Race/ethnicity,Black,18 - 40  Years,25,196
Fresno,2020,Race/ethnicity,Black,18 - 40  Years,865,175.2
Glenn,2020,Race/ethnicity,Black,18 - 40  Years,,
Humboldt,2020,Race/ethnicity,Black,18 - 40  Years,53,378.9
Imperial,2020,Race/ethnicity,Black,18 - 40  Years,22,79.7
Inyo,2020,Race/ethnicity,Black,18 - 40  Years,,
Kern,2020,Race/ethnicity,Black,18 - 40  Years,917,178.1
Kings,2020,Race/ethnicity,Black,18 - 40  Years,103,136.6
Lake,2020,Race/ethnicity,Black,18 - 40  Years,32,404.9
Lassen,2020,Race/ethnicity,Black,18 - 40  Years,,
Los Angeles,2020,Race/ethnicity,Black,18 - 40  Years,11695,156
Madera,2020,Race/ethnicity,Black,18 - 40  Years,59,212.6
Marin,2020,Race/ethnicity,Black,18 - 40  Years,66,90.1
Mariposa,2020,Race/ethnicity,Black,18 - 40  Years,0,0
Mendocino,2020,Race/ethnicity,Black,18 - 40  Years,29,483.3
Merced,2020,Race/ethnicity,Black,18 - 40  Years,151,165.9
Modoc,2020,Race/ethnicity,Black,18 - 40  Years,,
Mono,2020,Race/ethnicity,Black,18 - 40  Years,0,0
Monterey,2020,Race/ethnicity,Black,18 - 40  Years,83,97.5
Napa,2020,Race/ethnicity,Black,18 - 40  Years,21,97.7
Nevada,2020,Race/ethnicity,Black,18 - 40  Years,,
Orange,2020,Race/ethnicity,Black,18 - 40  Years,462,97.1
Placer,2020,Race/ethnicity,Black,18 - 40  Years,61,119.4
Plumas,2020,Race/ethnicity,Black,18 - 40  Years,,
Riverside,2020,Race/ethnicity,Black,18 - 40  Years,1742,122.1
Sacramento,2020,Race/ethnicity,Black,18 - 40  Years,3196,202.6
San Benito,2020,Race/ethnicity,Black,18 - 40  Years,,
San Bernardino,2020,Race/ethnicity,Black,18 - 40  Years,2370,122.7
San Diego,2020,Race/ethnicity,Black,18 - 40  Years,1486,99.9
San Francisco,2020,Race/ethnicity,Black,18 - 40  Years,896,227.6
San Joaquin,2020,Race/ethnicity,Black,18 - 40  Years,1152,207.8
San Luis Obispo,2020,Race/ethnicity,Black,18 - 40  Years,45,101
San Mateo,2020,Race/ethnicity,Black,18 - 40  Years,151,86.3
Santa Barbara,2020,Race/ethnicity,Black,18 - 40  Years,80,113.3
Santa Clara,2020,Race/ethnicity,Black,18 - 40  Years,457,101.7
Santa Cruz,2020,Race/ethnicity,Black,18 - 40  Years,24,117.4
Shasta,2020,Race/ethnicity,Black,18 - 40  Years,30,174.6
Sierra,2020,Race/ethnicity,Black,18 - 40  Years,0,0
Siskiyou,2020,Race/ethnicity,Black,18 - 40  Years,,
Solano,2020,Race/ethnicity,Black,18 - 40  Years,1275,219.9
Sonoma,2020,Race/ethnicity,Black,18 - 40  Years,89,124
Stanislaus,2020,Race/ethnicity,Black,18 - 40  Years,302,198
Sutter,2020,Race/ethnicity,Black,18 - 40  Years,26,137.3
Tehama,2020,Race/ethnicity,Black,18 - 40  Years,,
Trinity,2020,Race/ethnicity,Black,18 - 40  Years,0,0
Tulare,2020,Race/ethnicity,Black,18 - 40  Years,59,99.7
Tuolumne,2020,Race/ethnicity,Black,18 - 40  Years,,
Ventura,2020,Race/ethnicity,Black,18 - 40  Years,130,105.7
Yolo,2020,Race/ethnicity,Black,18 - 40  Years,77,151.3
Yuba,2020,Race/ethnicity,Black,18 - 40  Years,57,242.3
California,2020,Race/ethnicity,Hispanic,18 - 40  Years,68760,41.6
Alameda,2020,Race/ethnicity,Hispanic,18 - 40  Years,1783,45.1
Alpine,2020,Race/ethnicity,Hispanic,18 - 40  Years,0,0
Amador,2020,Race/ethnicity,Hispanic,18 - 40  Years,17,36.7
Butte,2020,Race/ethnicity,Hispanic,18 - 40  Years,78,18.5
Calaveras,2020,Race/ethnicity,Hispanic,18 - 40  Years,13,23.7
Colusa,2020,Race/ethnicity,Hispanic,18 - 40  Years,69,46.2
Contra Costa,2020,Race/ethnicity,Hispanic,18 - 40  Years,1769,57.2
Del Norte,2020,Race/ethnicity,Hispanic,18 - 40  Years,16,27.7
El Dorado,2020,Race/ethnicity,Hispanic,18 - 40  Years,83,31.4
Fresno,2020,Race/ethnicity,Hispanic,18 - 40  Years,4144,69.7
Glenn,2020,Race/ethnicity,Hispanic,18 - 40  Years,23,19.7
Humboldt,2020,Race/ethnicity,Hispanic,18 - 40  Years,60,36.1
Imperial,2020,Race/ethnicity,Hispanic,18 - 40  Years,995,57.9
Inyo,2020,Race/ethnicity,Hispanic,18 - 40  Years,21,41.6
Kern,2020,Race/ethnicity,Hispanic,18 - 40  Years,2090,40
Kings,2020,Race/ethnicity,Hispanic,18 - 40  Years,435,47.6
Lake,2020,Race/ethnicity,Hispanic,18 - 40  Years,94,75.6
Lassen,2020,Race/ethnicity,Hispanic,18 - 40  Years,11,
Los Angeles,2020,Race/ethnicity,Hispanic,18 - 40  Years,23665,46
Madera,2020,Race/ethnicity,Hispanic,18 - 40  Years,574,54.7
Marin,2020,Race/ethnicity,Hispanic,18 - 40  Years,150,35.4
Mariposa,2020,Race/ethnicity,Hispanic,18 - 40  Years,,
Mendocino,2020,Race/ethnicity,Hispanic,18 - 40  Years,125,53.5
Merced,2020,Race/ethnicity,Hispanic,18 - 40  Years,1058,60.1
Modoc,2020,Race/ethnicity,Hispanic,18 - 40  Years,,
Mono,2020,Race/ethnicity,Hispanic,18 - 40  Years,25,58.4
Monterey,2020,Race/ethnicity,Hispanic,18 - 40  Years,1041,36.9
Napa,2020,Race/ethnicity,Hispanic,18 - 40  Years,186,36.6
Nevada,2020,Race/ethnicity,Hispanic,18 - 40  Years,25,26.4
Orange,2020,Race/ethnicity,Hispanic,18 - 40  Years,3368,28.2
Placer,2020,Race/ethnicity,Hispanic,18 - 40  Years,212,38.2
Plumas,2020,Race/ethnicity,Hispanic,18 - 40  Years,,
Riverside,2020,Race/ethnicity,Hispanic,18 - 40  Years,3932,32.4
Sacramento,2020,Race/ethnicity,Hispanic,18 - 40  Years,2239,60.1
San Benito,2020,Race/ethnicity,Hispanic,18 - 40  Years,217,61.5
San Bernardino,2020,Race/ethnicity,Hispanic,18 - 40  Years,4602,37.6
San Diego,2020,Race/ethnicity,Hispanic,18 - 40  Years,3689,29.5
San Francisco,2020,Race/ethnicity,Hispanic,18 - 40  Years,619,48.1
San Joaquin,2020,Race/ethnicity,Hispanic,18 - 40  Years,1676,50.1
San Luis Obispo,2020,Race/ethnicity,Hispanic,18 - 40  Years,172,25.6
San Mateo,2020,Race/ethnicity,Hispanic,18 - 40  Years,817,41
Santa Barbara,2020,Race/ethnicity,Hispanic,18 - 40  Years,613,27.3
Santa Clara,2020,Race/ethnicity,Hispanic,18 - 40  Years,2241,41.5
Santa Cruz,2020,Race/ethnicity,Hispanic,18 - 40  Years,296,29.8
Shasta,2020,Race/ethnicity,Hispanic,18 - 40  Years,49,26.3
Sierra,2020,Race/ethnicity,Hispanic,18 - 40  Years,0,0
Siskiyou,2020,Race/ethnicity,Hispanic,18 - 40  Years,12,18.7
Solano,2020,Race/ethnicity,Hispanic,18 - 40  Years,735,59.5
Sonoma,2020,Race/ethnicity,Hispanic,18 - 40  Years,582,41.9
Stanislaus,2020,Race/ethnicity,Hispanic,18 - 40  Years,1272,46.3
Sutter,2020,Race/ethnicity,Hispanic,18 - 40  Years,88,24.6
Tehama,2020,Race/ethnicity,Hispanic,18 - 40  Years,57,31.6
Trinity,2020,Race/ethnicity,Hispanic,18 - 40  Years,,
Tulare,2020,Race/ethnicity,Hispanic,18 - 40  Years,1013,29
Tuolumne,2020,Race/ethnicity,Hispanic,18 - 40  Years,24,38.3
Ventura,2020,Race/ethnicity,Hispanic,18 - 40  Years,1248,31.6
Yolo,2020,Race/ethnicity,Hispanic,18 - 40  Years,307,39.3
Yuba,2020,Race/ethnicity,Hispanic,18 - 40  Years,72,29.3
California,2020,Race/ethnicity,Asian/PI,18 - 40  Years,10326,19.6
Alameda,2020,Race/ethnicity,Asian/PI,18 - 40  Years,1082,24.4
Alpine,2020,Race/ethnicity,Asian/PI,18 - 40  Years,0,0
Amador,2020,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Butte,2020,Race/ethnicity,Asian/PI,41 - 64 Years,17,18
Calaveras,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Colusa,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Contra Costa,2020,Race/ethnicity,Asian/PI,41 - 64 Years,521,30
Del Norte,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
El Dorado,2020,Race/ethnicity,Asian/PI,41 - 64 Years,17,27.2
Fresno,2020,Race/ethnicity,Asian/PI,41 - 64 Years,248,25.9
Glenn,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Humboldt,2020,Race/ethnicity,Asian/PI,41 - 64 Years,17,45.9
Imperial,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Inyo,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Kern,2020,Race/ethnicity,Asian/PI,41 - 64 Years,64,17.9
Kings,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Lake,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Lassen,2020,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Los Angeles,2020,Race/ethnicity,Asian/PI,41 - 64 Years,2221,16.2
Madera,2020,Race/ethnicity,Asian/PI,41 - 64 Years,11,
Marin,2020,Race/ethnicity,Asian/PI,41 - 64 Years,23,15.9
Mariposa,2020,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Mendocino,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Merced,2020,Race/ethnicity,Asian/PI,41 - 64 Years,50,26.5
Modoc,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Mono,2020,Race/ethnicity,Asian/PI,41 - 64 Years,22,3531
Monterey,2020,Race/ethnicity,Asian/PI,41 - 64 Years,46,18.3
Napa,2020,Race/ethnicity,Asian/PI,41 - 64 Years,31,27.9
Nevada,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Orange,2020,Race/ethnicity,Asian/PI,41 - 64 Years,817,14.1
Placer,2020,Race/ethnicity,Asian/PI,41 - 64 Years,68,29.9
Plumas,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Riverside,2020,Race/ethnicity,Asian/PI,41 - 64 Years,259,18.5
Sacramento,2020,Race/ethnicity,Asian/PI,41 - 64 Years,940,39.7
San Benito,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
San Bernardino,2020,Race/ethnicity,Asian/PI,41 - 64 Years,250,17.5
San Diego,2020,Race/ethnicity,Asian/PI,41 - 64 Years,666,19.4
San Francisco,2020,Race/ethnicity,Asian/PI,41 - 64 Years,494,21.1
San Joaquin,2020,Race/ethnicity,Asian/PI,41 - 64 Years,387,34.9
San Luis Obispo,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
San Mateo,2020,Race/ethnicity,Asian/PI,41 - 64 Years,410,20.2
Santa Barbara,2020,Race/ethnicity,Asian/PI,41 - 64 Years,38,21.1
Santa Clara,2020,Race/ethnicity,Asian/PI,41 - 64 Years,870,13.3
Santa Cruz,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Shasta,2020,Race/ethnicity,Asian/PI,41 - 64 Years,32,63.3
Sierra,2020,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Siskiyou,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Solano,2020,Race/ethnicity,Asian/PI,41 - 64 Years,337,54.7
Sonoma,2020,Race/ethnicity,Asian/PI,41 - 64 Years,67,35.6
Stanislaus,2020,Race/ethnicity,Asian/PI,41 - 64 Years,91,28.9
Sutter,2020,Race/ethnicity,Asian/PI,41 - 64 Years,24,16.3
Tehama,2020,Race/ethnicity,Asian/PI,41 - 64 Years,0,0
Trinity,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Tulare,2020,Race/ethnicity,Asian/PI,41 - 64 Years,18,13.8
Tuolumne,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
Ventura,2020,Race/ethnicity,Asian/PI,41 - 64 Years,69,12.6
Yolo,2020,Race/ethnicity,Asian/PI,41 - 64 Years,51,21.8
Yuba,2020,Race/ethnicity,Asian/PI,41 - 64 Years,,
California,2020,Race/ethnicity,AI/AN,41 - 64 Years,683,43.5
Alameda,2020,Race/ethnicity,AI/AN,41 - 64 Years,22,47.8
Alpine,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Amador,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Butte,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Calaveras,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Colusa,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Contra Costa,2020,Race/ethnicity,AI/AN,41 - 64 Years,14,47.8
Del Norte,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
El Dorado,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Fresno,2020,Race/ethnicity,AI/AN,41 - 64 Years,14,23.9
Glenn,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Humboldt,2020,Race/ethnicity,AI/AN,41 - 64 Years,42,59.9
Imperial,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Inyo,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Kern,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Kings,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Lake,2020,Race/ethnicity,AI/AN,41 - 64 Years,14,109.3
Lassen,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Los Angeles,2020,Race/ethnicity,AI/AN,41 - 64 Years,57,31
Madera,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Marin,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Mariposa,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Mendocino,2020,Race/ethnicity,AI/AN,41 - 64 Years,23,69.4
Merced,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Modoc,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Mono,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Monterey,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Napa,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Nevada,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Orange,2020,Race/ethnicity,AI/AN,41 - 64 Years,12,23
Placer,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Plumas,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Riverside,2020,Race/ethnicity,AI/AN,41 - 64 Years,38,33.5
Sacramento,2020,Race/ethnicity,AI/AN,41 - 64 Years,35,41.4
San Benito,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
San Bernardino,2020,Race/ethnicity,AI/AN,41 - 64 Years,173,203.4
San Diego,2020,Race/ethnicity,AI/AN,41 - 64 Years,39,26.1
San Francisco,2020,Race/ethnicity,AI/AN,41 - 64 Years,23,145.7
San Joaquin,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
San Luis Obispo,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
San Mateo,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Barbara,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Clara,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Santa Cruz,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Shasta,2020,Race/ethnicity,AI/AN,41 - 64 Years,14,38.8
Sierra,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Siskiyou,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Solano,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Sonoma,2020,Race/ethnicity,AI/AN,41 - 64 Years,14,41.5
Stanislaus,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Sutter,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Tehama,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Trinity,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Tulare,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Tuolumne,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Ventura,2020,Race/ethnicity,AI/AN,41 - 64 Years,0,0
Yolo,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
Yuba,2020,Race/ethnicity,AI/AN,41 - 64 Years,,
