"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Virginia","Giles",2021,57,57,0,0,0,0,0,45,39,31,0,0,57,0,0,0
"Virginia","Hampton City",2021,1,1,0,0,0,0,0,5,5,5,0,0,0,0,0,1
"Virginia","Hopewell City",2021,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,1
"Virginia","Madison",2021,59,59,0,0,0,0,0,44,41,34,0,0,59,0,0,0
"Virginia","Norfolk City",2021,2,2,0,0,0,0,0,6,6,6,0,0,0,0,0,2
"Virginia","Pittsylvania",2021,90,90,0,0,0,0,0,21,13,4,0,90,0,0,0,0
"Virginia","Prince Edward",2021,53,53,0,0,0,0,0,41,35,31,0,0,53,0,0,0
"Virginia","Stafford",2021,1,1,0,0,0,0,0,6,6,6,0,0,0,0,0,1
"Washington","Adams",2021,30,30,0,0,0,0,0,32,29,14,0,0,0,0,30,0
"Washington","Asotin",2021,23,7,16,0,0,0,0,94,82,62,0,0,0,0,23,0
"Washington","Benton",2021,31,29,2,0,0,0,0,53,48,29,0,0,0,0,30,1
"Washington","Chelan",2021,31,22,9,0,0,0,0,70,58,41,0,0,0,0,31,0
"Washington","Clallam",2021,32,28,4,0,0,0,0,57,51,40,1,0,7,0,24,0
"Washington","Clark",2021,31,25,6,0,0,0,0,72,59,33,0,0,0,0,31,0
"Washington","Columbia",2021,59,58,1,0,0,0,0,52,41,35,0,0,43,0,16,0
"Washington","Cowlitz",2021,31,28,3,0,0,0,0,59,39,23,0,0,0,0,31,0
"Washington","Franklin",2021,31,31,0,0,0,0,0,50,34,21,0,0,0,0,31,0
"Washington","Garfield",2021,31,31,0,0,0,0,0,38,35,15,0,0,0,0,31,0
"Washington","Grant",2021,31,30,1,0,0,0,0,51,35,24,0,0,0,0,31,0
"Washington","Grays Harbor",2021,31,31,0,0,0,0,0,49,38,23,0,0,0,0,31,0
"Washington","Jefferson",2021,31,31,0,0,0,0,0,42,32,17,0,0,0,0,31,0
"Washington","King",2021,32,22,10,0,0,0,0,73,63,39,1,4,4,0,23,0
"Washington","Kitsap",2021,31,31,0,0,0,0,0,50,40,23,0,0,0,0,31,0
"Washington","Kittitas",2021,31,24,7,0,0,0,0,82,59,38,0,0,0,0,31,0
"Washington","Lewis",2021,31,27,4,0,0,0,0,55,51,23,0,0,0,0,31,0
"Washington","Mason",2021,31,29,2,0,0,0,0,55,42,25,0,0,0,0,31,0
"Washington","Okanogan",2021,31,4,27,0,0,0,0,98,87,65,0,0,0,0,31,0
"Washington","Pend Oreille",2021,31,29,2,0,0,0,0,55,48,38,0,0,0,0,31,0
"Washington","Pierce",2021,31,22,9,0,0,0,0,83,62,40,0,4,8,0,19,0
"Washington","Skagit",2021,28,28,0,0,0,0,0,48,46,20,0,0,0,0,28,0
"Washington","Snohomish",2021,31,16,14,1,0,0,0,108,74,49,0,0,0,0,31,0
"Washington","Spokane",2021,31,23,8,0,0,0,0,67,55,40,0,0,0,0,31,0
"Washington","Stevens",2021,31,11,20,0,0,0,0,80,68,56,0,0,0,0,27,4
"Washington","Thurston",2021,30,28,2,0,0,0,0,58,48,19,0,0,0,0,30,0
"Washington","Walla Walla",2021,31,30,1,0,0,0,0,54,46,25,0,0,0,0,21,10
"Washington","Whatcom",2021,31,30,1,0,0,0,0,51,38,16,0,0,0,5,26,0
"Washington","Whitman",2021,31,31,0,0,0,0,0,45,28,15,0,0,0,0,31,0
"Washington","Yakima",2021,31,10,21,0,0,0,0,87,72,62,0,0,0,0,31,0
"West Virginia","Berkeley",2021,31,30,1,0,0,0,0,58,47,41,0,0,31,0,0,0
"West Virginia","Brooke",2021,90,88,2,0,0,0,0,81,30,15,0,0,0,45,0,45
"West Virginia","Cabell",2021,31,30,1,0,0,0,0,58,43,37,0,0,31,0,0,0
"West Virginia","Gilmer",2021,59,59,0,0,0,0,0,46,37,29,0,0,59,0,0,0
"West Virginia","Greenbrier",2021,31,31,0,0,0,0,0,50,44,40,0,0,31,0,0,0
"West Virginia","Hancock",2021,90,89,1,0,0,0,0,51,44,10,0,0,24,11,0,55
"West Virginia","Kanawha",2021,91,78,13,0,0,0,0,69,55,38,1,0,46,0,44,0
"West Virginia","Marshall",2021,89,40,49,0,0,0,0,98,71,52,0,0,0,3,86,0
"West Virginia","Mason",2021,59,58,1,0,0,0,0,74,6,1,0,0,0,59,0,0
"West Virginia","Monongalia",2021,89,88,1,0,0,0,0,67,44,3,0,0,30,59,0,0
"West Virginia","Ohio",2021,31,29,2,0,0,0,0,67,44,39,0,0,31,0,0,0
"West Virginia","Tucker",2021,59,59,0,0,0,0,0,45,40,31,0,0,59,0,0,0
"West Virginia","Wood",2021,90,90,0,0,0,0,0,49,40,4,0,0,31,59,0,0
"Wisconsin","Dane",2021,5,4,1,0,0,0,0,55,55,43,0,0,0,0,5,0
"Wisconsin","Dodge",2021,11,8,3,0,0,0,0,75,73,36,0,0,0,0,11,0
"Wisconsin","Milwaukee",2021,10,7,3,0,0,0,0,66,66,42,0,0,0,0,10,0
"Wisconsin","Monroe",2021,16,14,2,0,0,0,0,53,51,18,0,0,0,0,16,0
"Wisconsin","Taylor",2021,59,59,0,0,0,0,0,46,40,31,0,0,59,0,0,0
"Wisconsin","Waukesha",2021,5,4,1,0,0,0,0,53,53,44,0,0,0,0,5,0
"Wyoming","Albany",2021,59,59,0,0,0,0,0,47,45,43,0,0,59,0,0,0
"Wyoming","Campbell",2021,89,89,0,0,0,0,0,44,41,34,0,1,88,0,0,0
"Wyoming","Sublette",2021,90,89,1,0,0,0,0,77,47,43,0,0,90,0,0,0
"Wyoming","Sweetwater",2021,90,83,7,0,0,0,0,83,40,10,0,0,0,0,0,90
"Wyoming","Teton",2021,60,60,0,0,0,0,0,46,43,38,1,0,59,0,0,0
